05,1,Fruzsina
05,2,Ábel
05,3,Benjámin
05,4,Leóna
05,5,Simon
05,6,Boldizsár
05,7,Attila
05,8,Gyöngyvér
05,9,Marcell
05,10,Melánia
05,11,Ágota
05,12,Ernõ
05,13,Veronika
05,14,Bódog
05,15,Lóránd
05,16,Gusztáv
05,17,Antal
05,18,Piroska
05,19,Márió
05,20,Fábián
05,21,Ágnes
05,22,Artúr
05,23,Rajmund
05,24,Timót
05,25,Pál
05,26,Paula
05,27,Angelika
05,28,Karola
05,29,Adél
05,30,Martina
05,31,Gerda
